I_1,I_2,summed,fluct
1057732.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
971646.0,776502.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,799587.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,1271064.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
650110.0,547152.0,,
0.0,0.0,,
0.0,0.0,,
619168.0,600886.0,,
925571.0000000001,1040911.0,,
559800.0,661842.0,,
408502.0,400739.0,,
696906.0,711226.0,,
442142.0,457675.0,,
503517.99999999994,576560.0,,
1253927.0,1206628.0,,
1243076.0,1214282.0,,
0.0,688487.0,,
625198.9999999999,634592.0,,
572540.0,657891.0,,
506928.99999999994,420628.0,,
432952.0,414694.0,,
794558.0,811408.0,,
363283.0,300761.0,,
0.0,730505.0,,
1216564.0,0.0,,
613010.0,519429.99999999994,,
630403.0,647156.0,,
892392.0,913543.0,,
654065.0,661495.0,,
599308.0,717126.0,,
412354.0,519604.0,,
892256.0,857263.0,,
0.0,0.0,,
1357139.0,1364986.0,,
681704.0,710694.0,,
783125.0,814461.0,,
724618.0000000001,692053.0,,
241167.99999999997,606228.0,,
671690.0,699317.0,,
955228.0,991335.9999999999,,
1169599.0,1048192.9999999999,,
1665093.0,1733525.0,,
882203.9999999999,912451.0,,
0.0,0.0,,
777853.0,769419.0,,
703963.0,671232.0,,
990862.9999999999,848496.0,,
1196757.0,1159843.0,,
1015707.9999999999,656786.0,,
462892.99999999994,445835.00000000006,,
687416.0,567062.9999999999,,
750492.0,844510.0000000001,,
757069.0,678026.0,,
0.0,0.0,,
0.0,729864.0,,
763932.0,699312.0,,
920060.0,742996.0,,
757659.0000000001,854077.0,,
457394.0,600281.0,,
658725.0,724596.0,,
566420.0,597222.0,,
986281.0,857300.0,,
826798.0,824661.0,,
1543067.0,1087546.0,,
930887.0,657709.0,,
870857.0,977850.0,,
569311.0,557936.0,,
611042.0,607718.0,,
531605.0,564328.0,,
537772.0,591234.0,,
0.0,0.0,,
693451.0,683293.0,,
785005.0,892066.0,,
671799.0,572013.0,,
614713.0,638282.0,,
815219.0,809756.0,,
820479.9999999999,818316.0,,
885587.0000000001,867672.9999999999,,
0.0,1211655.0,,
702852.0,629533.0,,
0.0,341775.0,,
1509412.0,1385264.0,,
631811.0,598969.0,,
678984.0,560657.0,,
818016.0,819419.0,,
574806.0,612585.0,,
993706.9999999999,1057513.0,,
353211.0,349758.0,,
894457.0,940606.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
918390.0000000001,812156.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
1314432.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
1360810.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
798453.9999999999,622303.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,774945.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
899038.9999999999,1045477.0,,
1004743.0,1023836.9999999999,,
1070531.0,1011943.0,,
1211029.0,1231862.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
943907.0,827676.0,,
1091813.0,954662.0,,
0.0,0.0,,
0.0,907914.0000000001,,
0.0,0.0,,
0.0,0.0,,
644711.0000000001,608438.0,,
1045462.0,1043762.0,,
916189.0,847289.0,,
0.0,0.0,,
856835.0,720929.0,,
707757.0,758973.0,,
861998.9999999999,997211.9999999999,,
938630.0,835831.0,,
700829.0,681812.0,,
769734.0,780779.0,,
744420.0,648424.0,,
548874.0,613562.0,,
728089.0,717398.0,,
0.0,1236056.0,,
489794.0,465681.0,,
0.0,0.0,,
366111.0,446214.99999999994,,
820019.0,0.0,,
628575.0,774921.0000000001,,
930405.0,815354.0,,
865171.0,858616.0000000001,,
610338.0,719110.0,,
784870.0,733990.0,,
570237.0,617521.0,,
651140.0,638937.0,,
409928.0,369255.0,,
553379.0,588710.0,,
693058.0,512186.0,,
731088.0,757982.0,,
804914.0,786919.0,,
837218.0,852961.0,,
2441970.0,0.0,,
601276.0,595220.0,,
863323.0,922576.0,,
919436.0,856332.9999999999,,
0.0,700473.0,,
1143390.0,1179398.0,,
668272.0,626108.0,,
840802.0,859530.0000000001,,
434898.99999999994,514167.0,,
743500.0000000001,896265.0,,
310052.0,540969.0,,
531723.0,754716.0,,
332037.0,368369.0,,
755102.0,0.0,,
742407.0,894001.0,,
634338.0,576764.0,,
798900.0,862740.0,,
799575.9999999999,778031.0,,
1264394.0,1040319.9999999999,,
844795.0,0.0,,
0.0,990018.0,,
0.0,329327.0,,
881311.0,755848.0,,
1022005.0,1421423.0,,
887278.0,761387.0,,
964139.0000000001,864224.0,,
611875.0,663624.0,,
1090902.0,1032658.0,,
833303.0,679510.0,,
1111122.0,0.0,,
683821.0,679436.0,,
876331.0,763874.0,,
437244.0,340476.0,,
726866.0,764661.0,,
749865.0,658367.0,,
305287.0,160776.0,,
771165.0,749999.0,,
743033.0,722366.0,,
738086.0,625400.0,,
895749.0,699419.0,,
722500.0,990301.0,,
588466.0,659872.0,,
662231.0,627092.0,,
827024.0,922890.0,,
735363.0,743975.0,,
833539.0,706583.0,,
600232.0,584850.0,,
538255.0,537348.0,,
789961.0000000001,687540.0,,
0.0,784173.0,,
514920.0,552918.0,,
720765.0,901280.0,,
288411.0,332764.0,,
954839.0,1029056.0,,
793243.0,695157.9999999999,,
514062.00000000006,415977.0,,
765786.0,724547.9999999999,,
677625.9999999999,630231.0,,
0.0,885769.9999999999,,
601529.0,417841.0,,
790988.0,588784.0,,
628927.0,761448.0,,
827202.0,636838.0,,
701478.0,685356.0,,
661075.0,697954.0,,
627924.0,652918.0,,
0.0,0.0,,
886115.0,915893.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,1239737.0,,
618864.0,815756.9999999999,,
875441.0,807149.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
731188.0,860781.0,,
0.0,0.0,,
705878.0,723399.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
1468056.0,0.0,,
0.0,0.0,,
915455.0,536630.0,,
398520.00000000006,437293.0,,
1075962.0,1194128.0,,
635830.0,735111.0,,
0.0,1028013.0,,
1105817.0,958096.0,,
439589.99999999994,473817.99999999994,,
0.0,0.0,,
0.0,0.0,,
0.0,1162300.0,,
816129.0000000001,716026.0000000001,,
636834.0,611436.0,,
1018832.0,1266431.0,,
0.0,0.0,,
0.0,0.0,,
1088947.0,1013841.0,,
720698.0,464175.0,,
600630.0,704565.0,,
670104.0,0.0,,
0.0,1272609.0,,
685175.0,739663.0000000001,,
0.0,1008561.9999999999,,
360218.0,311920.0,,
494257.99999999994,543768.0,,
816245.0,686475.0,,
725133.0,0.0,,
813566.0,738630.0,,
0.0,0.0,,
851720.0000000001,794605.0000000001,,
0.0,1003055.0,,
388047.0,675616.0,,
0.0,890911.9999999999,,
587909.0,495871.0,,
737988.0,778618.0,,
905923.0,886337.0,,
905079.0,1003485.0,,
809871.0,932059.0,,
0.0,0.0,,
0.0,905846.0,,
759519.0,825456.0,,
1245200.0,1296470.0,,
569012.0,580103.0,,
810109.0,694617.0,,
809220.0,717773.0,,
561271.0,613256.0000000001,,
780522.0,722021.0,,
888113.0,1152425.0,,
734021.0,760536.0,,
935034.0,627060.0,,
617407.0,659207.0,,
666221.0,765050.9999999999,,
0.0,0.0,,
560750.0,493803.0,,
676694.0000000001,754781.0,,
768364.0,612517.0,,
760209.0,638370.0,,
808922.0,0.0,,
501076.0,458258.0,,
481617.0,632150.9999999999,,
484026.99999999994,504199.0,,
773990.0,0.0,,
714189.0,656375.0,,
1042746.0,1114875.0,,
0.0,0.0,,
833082.0,874769.0,,
600882.0,521909.0,,
527380.0,0.0,,
724184.0,726004.0,,
437781.99999999994,639599.0,,
643455.0,679278.0,,
661145.0000000001,0.0,,
673846.0,723363.0,,
741744.0,736646.0,,
546658.0,624735.0,,
604150.0,632958.0,,
1012697.0,973778.0,,
0.0,467828.0,,
1445956.0,562615.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
915095.0000000001,940013.0,,
0.0,0.0,,
824354.0000000001,851258.0000000001,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
632795.0,683487.0,,
0.0,0.0,,
1362922.0,1503152.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
983171.0,1044965.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
1010870.0,0.0,,
0.0,0.0,,
0.0,0.0,,
1062906.0,993816.9999999999,,
899578.0,1090190.0,,
1197669.0,1179414.0,,
660045.0,599544.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
750949.0,657912.0000000001,,
790069.0,750573.0000000001,,
0.0,0.0,,
803419.0,975183.0,,
917347.0,1021606.0,,
691341.0,717541.0,,
864820.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
849033.0,778945.0,,
693064.0,694364.0,,
768635.0,802975.0,,
1049479.0,1044317.0,,
772665.0,688052.0,,
592931.0,604685.0,,
0.0,0.0,,
399500.0,427711.0,,
682541.0,566763.0,,
0.0,736287.0,,
375480.0,420847.0,,
831408.0000000001,0.0,,
857158.9999999999,959019.0,,
774463.0,887603.0,,
634951.0,878370.0,,
750418.0,741291.0,,
713279.0,707358.0,,
603801.0,654996.0,,
0.0,0.0,,
0.0,0.0,,
1022808.0,884298.0,,
382258.00000000006,419635.99999999994,,
361166.0,315091.0,,
526947.0,552761.0,,
752617.0,872100.0,,
890621.0,814596.0000000001,,
696408.0,752292.0000000001,,
971837.0000000001,852878.0000000001,,
368164.0,339660.99999999994,,
1000456.0,937639.0,,
885979.0000000001,871855.0,,
943853.9999999999,988070.0,,
701785.0,745573.0,,
0.0,0.0,,
329434.0,326697.0,,
0.0,1231046.0,,
508635.99999999994,451817.0,,
476157.0,471057.0,,
250069.0,210668.0,,
375846.0,378846.0,,
613309.0,591709.0,,
1195024.0,1122828.0,,
947707.0,0.0,,
970763.9999999999,853404.0,,
1016618.0,935546.0,,
0.0,0.0,,
694717.9999999999,713507.0,,
425310.00000000006,418069.00000000006,,
879275.0,886149.0,,
1041764.0,609135.0,,
784353.0,957855.0,,
857708.0,911487.9999999999,,
1608433.0,0.0,,
789241.0000000001,677373.0,,
643451.0,595066.0,,
1481945.0,1306705.0,,
780605.9999999999,0.0,,
599605.0,648395.0,,
984623.0,1100538.0,,
451439.0,436838.0,,
671786.0,716797.0,,
0.0,762522.0,,
800143.0,660186.0,,
947641.9999999999,666619.0,,
765288.0,781142.0,,
1136199.0,1064611.0,,
727432.0,630591.0,,
0.0,0.0,,
554881.0,517062.0,,
346467.0,294783.0,,
629425.0,839863.0,,
921514.0,1058248.0,,
876069.0,838464.0,,
690590.0,640256.0,,
762592.0,798894.0,,
591902.0,610433.0,,
743089.0,773913.0,,
635921.0,657203.0,,
968326.0,882549.0,,
703751.0,800609.0,,
778695.0,813322.0,,
554694.0,720567.0,,
760295.0,864260.0,,
756577.0,784322.0,,
471058.0,520675.0,,
280454.0,347057.0,,
750176.0,600666.0,,
762904.0,285442.0,,
776952.0,847237.0,,
0.0,3252126.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
1034321.0,1022419.0000000001,,
0.0,0.0,,
0.0,0.0,,
1255334.0,0.0,,
711967.0,0.0,,
1214873.0,1435343.0,,
1341540.0,1249683.0,,
0.0,1341253.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
1464818.0,1571960.0,,
0.0,0.0,,
1124874.0,1087455.0,,
1687965.0,2129011.0,,
754411.0,836783.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,622246.0,,
0.0,0.0,,
1217986.0,1264464.0,,
937077.0,1217892.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
1222360.0,1203755.0,,
0.0,0.0,,
1313622.0,1063568.0,,
0.0,0.0,,
0.0,0.0,,
0.0,1714935.0,,
1170479.0,1145578.0,,
0.0,1927221.0,,
0.0,0.0,,
1423197.0,1288303.0,,
1129532.0,1084448.0,,
2406493.0,0.0,,
1735765.0,1948763.0,,
0.0,0.0,,
1421314.0,0.0,,
0.0,0.0,,
0.0,0.0,,
1438549.0,0.0,,
0.0,0.0,,
954936.0000000001,816197.0,,
0.0,1806904.0,,
1299606.0,1247574.0,,
1527625.0,1278038.0,,
1601915.0,0.0,,
0.0,0.0,,
1288760.0,1277554.0,,
1501426.0,1061157.0,,
0.0,1947706.9999999998,,
0.0,0.0,,
0.0,0.0,,
1587228.0,0.0,,
1426949.0,1277551.0,,
1146406.0,0.0,,
1528899.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
2183773.0,0.0,,
0.0,0.0,,
0.0,0.0,,
1497444.0,1247208.0,,
0.0,1505381.0,,
0.0,1782065.0,,
0.0,2020454.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
473671.0,543459.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
520341.0,557833.0,,
0.0,0.0,,
0.0,885131.9999999999,,
918234.0,0.0,,
0.0,0.0,,
2387431.0,0.0,,
0.0,0.0,,
0.0,0.0,,
1789302.0,1929456.0,,
0.0,0.0,,
1938574.0,0.0,,
1679739.0,1411062.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
1533282.0,1674998.0,,
0.0,0.0,,
0.0,0.0,,
1071077.0,1221632.0,,
618647.0,749309.9999999999,,
0.0,0.0,,
0.0,1445653.0,,
0.0,0.0,,
1023064.0,0.0,,
0.0,0.0,,
998605.0,879133.9999999999,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
931003.0000000001,0.0,,
0.0,0.0,,
0.0,0.0,,
477413.0,585445.0,,
0.0,0.0,,
0.0,0.0,,
955849.0000000001,952169.0,,
0.0,0.0,,
1292856.0,1312338.0,,
0.0,0.0,,
1106522.0,1125634.0,,
2053271.0,1475713.0,,
1012930.0,974158.0,,
1121333.0,1495771.0,,
1256613.0,0.0,,
0.0,1675284.0,,
0.0,0.0,,
0.0,1730102.0,,
1308937.0,1204624.0,,
0.0,0.0,,
0.0,0.0,,
0.0,1856541.0,,
1344245.0,1259346.0,,
1373871.0,1143576.0,,
1857317.0,2235979.0,,
0.0,0.0,,
0.0,0.0,,
1832634.0,1755688.0,,
2098280.0,2510007.0,,
457872.0,437842.0,,
818586.0,793565.0,,
0.0,0.0,,
708037.0,612508.0,,
788815.0,690012.0,,
1178686.0,1111705.0,,
906910.0,897826.0,,
0.0,0.0,,
1315471.0,1318155.0,,
1315150.0,1439362.0,,
1322886.0,1218041.0,,
934665.0,642621.0,,
1366898.0,1339981.0000000002,,
905936.9999999999,1177941.0,,
0.0,1087330.0,,
1158874.0,1012975.0000000001,,
0.0,1682942.0,,
0.0,0.0,,
914008.0,1073808.0,,
844251.0,839253.0,,
0.0,0.0,,
0.0,909409.0,,
1270905.0,1233448.0,,
1646447.0,1398124.0,,
762629.0,0.0,,
1165298.0,0.0,,
565288.0,816450.0,,
1007944.0,1362935.0,,
1239029.0,1402822.0,,
1151544.0,1204164.0,,
888829.0,914473.0,,
812128.0,802041.0,,
960754.0,811815.0,,
0.0,0.0,,
966890.0,903591.0000000001,,
1215296.0,1217877.0,,
1808049.0,0.0,,
1233637.0,1337608.0,,
1204956.0,900819.0,,
1025214.9999999999,959625.9999999999,,
0.0,0.0,,
0.0,0.0,,
0.0,0.0,,
993507.0,1020577.0,,
975554.0,945020.0,,
0.0,0.0,,
1201377.0,1508767.0,,
832239.0,852234.0,,
1058138.0,969379.0,,
1176290.0,1138146.0,,
846031.0,741863.0,,
839648.0,881134.0000000001,,
0.0,958916.0,,
863142.0,753423.0,,
1271064.0,1683932.0,,
1480765.0,1259583.0,,
1237336.0,1246089.9999999998,,
1158861.0,1386052.0,,
1569103.0,1479987.0,,
1061684.0,1186216.0,,
1584836.0,0.0,,
0.0,1256749.0,,
1385571.0,1228163.0,,
889561.0,863043.0,,
861996.9999999999,907897.0,,
1109868.0,1017057.9999999999,,
1046561.0,1123732.0,,
584960.0,429214.00000000006,,
539470.0,674139.0,,
1102838.0,987337.0,,
708605.0,473575.0,,
473018.0,452531.00000000006,,
971103.0,848848.0,,
716329.0,860988.0000000001,,
0.0,0.0,,
1156034.0,0.0,,
1106665.0,1295050.0,,
1489077.0,0.0,,
0.0,0.0,,
0.0,0.0,,
1319560.0,1234958.0,,
1103692.0,995588.0,,
0.0,0.0,,
0.0,0.0,,
1463850.0,1462810.0,,
1695111.0,1349611.0,,
576232.0,618420.0,,
638733.0,700549.0,,
1051714.0,998302.0,,
784927.9999999999,814267.0,,
589341.0,714119.0,,
706095.0,844755.0,,
0.0,0.0,,
0.0,0.0,,
854334.0,824991.0,,
957149.0,798435.0,,
1170388.0,1160397.0,,
1104371.0,1149694.0,,
842096.0,912374.0,,
753894.0,701971.0,,
842614.0,803910.0,,
1149764.0,1096087.0,,
995776.0,916073.0,,
782635.0,764920.0,,
531658.0,811803.0,,
788005.0,0.0,,
0.0,848131.9999999999,,
0.0,845410.0,,
1352119.0,1305360.0,,
1176823.0,1328134.0,,
1016369.9999999999,967382.0,,
603586.0,781869.0,,
0.0,0.0,,
779986.0000000001,789675.0,,
665489.0,726778.0,,
376592.0,478158.0,,
621348.0,629691.0,,
829958.0,881228.0,,
940479.0,1016487.0,,
949438.0,963015.9999999999,,
941687.0,847531.0,,
803596.0,741066.0,,
813256.0,838965.0,,
715276.0,708402.0,,
771091.0,841761.9999999999,,
743824.0,769240.0,,
899239.0,440264.0,,
1338238.0,1310191.0,,
663740.0,730345.0,,
677895.0,674449.0,,
563704.0,0.0,,
0.0,0.0,,
870339.0,921991.0,,
956706.0,995128.0,,
1102240.0,931716.0,,
1065979.0,1074285.0,,
1119201.0,0.0,,
899372.0,793016.0,,
819779.0,632439.0,,
568130.0,536264.0,,
0.0,0.0,,
947743.0,1055993.0,,
1455327.0,1348984.0,,
1266953.0,1394740.0,,
1235242.0,1163223.0,,
635894.0,645011.0,,
678950.0,773112.0,,
1273657.9999999998,0.0,,
1130447.0,1131068.0,,
1005462.0,939984.0,,
1151273.0,1142034.0,,
1109285.0,1056775.0,,
562486.0,653150.0,,
707184.0,722914.0,,
787995.0,773762.0,,
961090.0000000001,1156238.0,,
1007484.0000000001,1188394.0,,
0.0,0.0,,
0.0,0.0,,
698511.0,662670.0,,
668159.0,611379.0,,
1130587.0,994957.0,,
828411.0,809851.0,,
669098.0,804106.0,,
415702.0,330506.0,,
349184.0,321961.0,,
832588.0,1047180.0,,
880699.0,890664.0,,
822766.0,842317.0,,
594100.0,601908.0,,
685088.0,598273.0,,
882994.0,871099.0,,
719951.0,589498.0,,
521995.99999999994,449529.00000000006,,
381408.0,364175.0,,
1001412.0,955031.9999999999,,
714288.0,810637.0,,
832432.0,909547.0,,
1046565.0,1065499.0,,
1006485.0,995640.0,,
691449.0,591092.0,,
612398.0,663813.0,,
620995.0,649696.0,,
701149.0,942482.0,,
1160028.0,1517600.0,,
1095354.0,928233.0,,
920320.9999999999,895313.0,,
424231.0,417293.99999999994,,
377305.0,488675.0,,
643032.0,687994.0,,
766262.0,740718.0,,
875199.0,990304.0,,
599120.0,842354.0,,
885538.0,1008896.9999999999,,
829966.0,757123.0,,
775296.0,782522.0,,
730116.0,764600.0,,
465400.0,589321.0,,
535543.0,536648.0,,
807626.0,667660.0,,
677782.0,869627.0,,
791419.0,795214.0,,
583599.0,776796.0,,
892596.0,880104.0,,
776069.0,911816.0,,
0.0,0.0,,
746818.0,602384.0,,
594389.0,575418.0,,
751741.0,663937.0,,
1073911.0,1223979.0,,
819585.0,692547.0,,
726906.0,597201.0,,
694413.0,615195.0,,
0.0,683216.0,,
571582.0,606977.0,,
748350.9999999999,798500.0,,
850370.9999999999,808953.0,,
556555.0,536918.0,,
476654.0,499241.0,,
875608.0,878754.0,,
631824.0,670751.0,,
462473.0,400290.0,,
409218.0,421008.0,,
927699.0,787357.0,,
871228.0,804226.0,,
484906.0,572814.0,,
578031.0,525543.0,,
588006.0,759326.0,,
330182.0,331815.0,,
1047889.0,1015106.0,,
696133.0,767808.0,,
513209.0,492404.0,,
812837.0,685844.0,,
0.0,0.0,,
919545.0,679101.0,,
785390.9999999999,631354.0,,
1009347.9999999999,1050965.0,,
987250.0,729776.0,,
680954.0,631038.0,,
765073.0,814925.0,,
0.0,0.0,,
1283547.0,1349559.0,,
1538574.9999999998,1359133.0,,
734517.0,896438.0,,
647158.0,684250.0,,
620240.0,690686.0,,
338640.00000000006,276990.0,,
723577.0,428022.0,,
861545.0,812748.0,,
743571.0,819756.0,,
839967.0000000001,821520.0,,
584237.0,669725.0,,
586527.0,468947.0,,
611318.0,482768.0,,
1152077.0,972500.0,,
750827.0,880059.9999999999,,
758537.0,744248.0,,
701150.0,700526.0,,
