date,carbon,temp_C,operator,colony_idx,fractional_area,time_min
20180614,glucose,37,O2,1,1.0,0
20180614,glucose,37,O2,1,1.0538525269262635,10
20180614,glucose,37,O2,1,1.1027340513670256,20
20180614,glucose,37,O2,1,1.20049710024855,30
20180614,glucose,37,O2,1,1.284175642087821,40
20180614,glucose,37,O2,1,1.4092792046396023,50
20180614,glucose,37,O2,1,1.503728251864126,60
20180614,glucose,37,O2,1,1.648715824357912,70
20180614,glucose,37,O2,1,1.7912178956089477,80
20180614,glucose,37,O2,1,1.9635459817729908,90
20180614,glucose,37,O2,1,2.1897265948632976,100
20180614,glucose,37,O2,1,2.435791217895609,110
20180614,glucose,37,O2,1,2.7373653686826844,120
20180614,glucose,37,O2,1,3.0944490472245234,130
20180614,glucose,37,O2,1,3.4730737365368682,140
20180614,glucose,37,O2,1,3.8616404308202155,150
20180614,glucose,37,O2,1,4.314830157415079,160
20180614,glucose,37,O2,3,1.0,0
20180614,glucose,37,O2,3,1.00764192139738,10
20180614,glucose,37,O2,3,1.0214701601164484,20
20180614,glucose,37,O2,3,1.0018195050946144,30
20180614,glucose,37,O2,3,1.0065502183406114,40
20180614,glucose,37,O2,3,0.9883551673944687,50
20180614,glucose,37,O2,3,0.972707423580786,60
20180614,glucose,37,O2,3,0.9712518195050946,70
20180614,glucose,37,O2,3,0.9989082969432315,80
20180614,glucose,37,O2,3,1.0192867540029111,90
20180614,glucose,37,O2,3,0.9967248908296943,100
20180614,glucose,37,O2,3,0.9745269286754003,110
20180614,glucose,37,O2,3,0.9796215429403202,120
20180614,glucose,37,O2,3,0.9679767103347889,130
20180614,glucose,37,O2,3,0.9989082969432315,140
20180614,glucose,37,O2,3,1.034570596797671,150
20180614,glucose,37,O2,3,1.0574963609898107,160
20180614,glucose,37,O2,4,1.0,0
20180614,glucose,37,O2,4,1.0652591170825336,10
20180614,glucose,37,O2,4,1.1468330134357005,20
20180614,glucose,37,O2,4,1.2264875239923225,30
20180614,glucose,37,O2,4,1.3459692898272553,40
20180614,glucose,37,O2,4,1.4630518234165066,50
20180614,glucose,37,O2,4,1.5801343570057582,60
20180614,glucose,37,O2,4,1.7000959692898272,70
20180614,glucose,37,O2,4,1.8738003838771593,80
20180614,glucose,37,O2,4,2.06573896353167,90
20180614,glucose,37,O2,4,2.3334932821497123,100
20180614,glucose,37,O2,4,2.5268714011516313,110
20180614,glucose,37,O2,4,2.7562380038387717,120
20180614,glucose,37,O2,4,3.0076775431861806,130
20180614,glucose,37,O2,4,3.285988483685221,140
20180614,glucose,37,O2,4,3.631957773512476,150
20180614,glucose,37,O2,4,3.9721689059500958,160
20180614,glucose,37,O2,6,1.0,0
20180614,glucose,37,O2,6,1.067317753749564,10
20180614,glucose,37,O2,6,1.1618416463201953,20
20180614,glucose,37,O2,6,1.296128357167771,30
20180614,glucose,37,O2,6,1.4258807115451693,40
20180614,glucose,37,O2,6,1.5964422741541682,50
20180614,glucose,37,O2,6,1.8109522148587374,60
20180614,glucose,37,O2,6,1.9947680502267178,70
20180614,glucose,37,O2,6,2.199511684687827,80
20180614,glucose,37,O2,6,2.456574816881758,90
20180614,glucose,37,O2,6,2.7370073247296824,100
20180614,glucose,37,O2,6,3.0802232298569936,110
20180614,glucose,37,O2,6,3.4698290896407396,120
20180614,glucose,37,O2,6,3.9096616672479945,130
20180614,glucose,37,O2,6,4.410184862225322,140
20180614,glucose,37,O2,6,4.934775026159749,150
20180614,glucose,37,O2,6,5.535054063480991,160
20180614,glucose,37,O2,7,1.0,0
20180614,glucose,37,O2,7,1.074579831932773,10
20180614,glucose,37,O2,7,1.1402310924369747,20
20180614,glucose,37,O2,7,1.2452731092436975,30
20180614,glucose,37,O2,7,1.3209033613445378,40
20180614,glucose,37,O2,7,1.4558823529411764,50
20180614,glucose,37,O2,7,1.58140756302521,60
20180614,glucose,37,O2,7,1.7200630252100841,70
20180614,glucose,37,O2,7,1.8524159663865547,80
20180614,glucose,37,O2,7,2.0047268907563027,90
20180614,glucose,37,O2,7,2.2100840336134455,100
20180614,glucose,37,O2,7,2.4653361344537816,110
20180614,glucose,37,O2,7,2.71218487394958,120
20180614,glucose,37,O2,7,3.0031512605042017,130
20180614,glucose,37,O2,7,3.345063025210084,140
20180614,glucose,37,O2,7,3.7358193277310923,150
20180614,glucose,37,O2,7,4.167542016806722,160
20180614,glucose,37,O2,8,1.0,0
20180614,glucose,37,O2,8,1.0403045230631438,10
20180614,glucose,37,O2,8,1.083743842364532,20
20180614,glucose,37,O2,8,1.1683833407971338,30
20180614,glucose,37,O2,8,1.2561576354679802,40
20180614,glucose,37,O2,8,1.3443797581728616,50
20180614,glucose,37,O2,8,1.4549932825794896,60
20180614,glucose,37,O2,8,1.5920286609941783,70
20180614,glucose,37,O2,8,1.7738468428123602,80
20180614,glucose,37,O2,8,1.973578145991939,90
20180614,glucose,37,O2,8,2.186296462158531,100
20180614,glucose,37,O2,8,2.450962830273175,110
20180614,glucose,37,O2,8,2.729959695476937,120
20180614,glucose,37,O2,8,3.0465741155396326,130
20180614,glucose,37,O2,8,3.4093148231079264,140
20180614,glucose,37,O2,8,3.7854903716972683,150
20180614,glucose,37,O2,8,4.198387819077475,160
20180614,glucose,37,O2,9,1.0,0
20180614,glucose,37,O2,9,1.0588544035830505,10
20180614,glucose,37,O2,9,1.1235872493789145,20
20180614,glucose,37,O2,9,1.1842261800622835,30
20180614,glucose,37,O2,9,1.2508135344133804,40
20180614,glucose,37,O2,9,1.3108926134574337,50
20180614,glucose,37,O2,9,1.382063753105427,60
20180614,glucose,37,O2,9,1.486930963294727,70
20180614,glucose,37,O2,9,1.6387907204590784,80
20180614,glucose,37,O2,9,1.8204625774169845,90
20180614,glucose,37,O2,9,2.017075474999125,100
20180614,glucose,37,O2,9,2.2575317540851674,110
20180614,glucose,37,O2,9,2.5379474439273593,120
20180614,glucose,37,O2,9,2.7854368592323033,130
20180614,glucose,37,O2,9,3.0654326603450084,140
20180614,glucose,37,O2,9,3.3739808950628083,150
20180614,glucose,37,O2,9,3.6963504671262117,160
20180614,glucose,37,O2,10,1.0,0
20180614,glucose,37,O2,10,1.001628664495114,10
20180614,glucose,37,O2,10,1.013843648208469,20
20180614,glucose,37,O2,10,1.021172638436482,30
20180614,glucose,37,O2,10,1.026872964169381,40
20180614,glucose,37,O2,10,1.0472312703583062,50
20180614,glucose,37,O2,10,1.0545602605863191,60
20180614,glucose,37,O2,10,1.1034201954397393,70
20180614,glucose,37,O2,10,1.1514657980456027,80
20180614,glucose,37,O2,10,1.1832247557003257,90
20180614,glucose,37,O2,10,1.262214983713355,100
20180614,glucose,37,O2,10,1.3705211726384365,110
20180614,glucose,37,O2,10,1.4413680781758957,120
20180614,glucose,37,O2,10,1.5798045602605864,130
20180614,glucose,37,O2,10,1.730456026058632,140
20180614,glucose,37,O2,10,1.9136807817589576,150
20180614,glucose,37,O2,10,2.1237785016286646,160
20180614,glucose,37,O2,11,1.0,0
20180614,glucose,37,O2,11,1.071468453378001,10
20180614,glucose,37,O2,11,1.1468453378001118,20
20180614,glucose,37,O2,11,1.202680067001675,30
20180614,glucose,37,O2,11,1.242322724734785,40
20180614,glucose,37,O2,11,1.3333333333333333,50
20180614,glucose,37,O2,11,1.4304857621440537,60
20180614,glucose,37,O2,11,1.5544388609715243,70
20180614,glucose,37,O2,11,1.72250139586823,80
20180614,glucose,37,O2,11,1.9240647682858738,90
20180614,glucose,37,O2,11,2.160245672808487,100
20180614,glucose,37,O2,11,2.4578447794528198,110
20180614,glucose,37,O2,11,2.774427694025684,120
20180614,glucose,37,O2,11,3.0826353992183138,130
20180614,glucose,37,O2,11,3.460636515912898,140
20180614,glucose,37,O2,11,3.9011725293132327,150
20180614,glucose,37,O2,11,4.366834170854271,160
20180614,glucose,37,O2,12,1.0,0
20180614,glucose,37,O2,12,1.0411347517730496,10
20180614,glucose,37,O2,12,1.099645390070922,20
20180614,glucose,37,O2,12,1.1326241134751773,30
20180614,glucose,37,O2,12,1.202127659574468,40
20180614,glucose,37,O2,12,1.274822695035461,50
20180614,glucose,37,O2,12,1.3648936170212767,60
20180614,glucose,37,O2,12,1.4531914893617022,70
20180614,glucose,37,O2,12,1.6056737588652483,80
20180614,glucose,37,O2,12,1.7659574468085106,90
20180614,glucose,37,O2,12,1.8826241134751773,100
20180614,glucose,37,O2,12,2.032978723404255,110
20180614,glucose,37,O2,12,2.24645390070922,120
20180614,glucose,37,O2,12,2.4634751773049643,130
20180614,glucose,37,O2,12,2.7085106382978723,140
20180614,glucose,37,O2,12,3.0156028368794328,150
20180614,glucose,37,O2,12,3.3620567375886523,160
20180614,glucose,37,O2,13,1.0,0
20180614,glucose,37,O2,13,1.0386389850057671,10
20180614,glucose,37,O2,13,1.1176470588235294,20
20180614,glucose,37,O2,13,1.21280276816609,30
20180614,glucose,37,O2,13,1.306228373702422,40
20180614,glucose,37,O2,13,1.4152249134948096,50
20180614,glucose,37,O2,13,1.5346020761245676,60
20180614,glucose,37,O2,13,1.690888119953864,70
20180614,glucose,37,O2,13,1.8529411764705883,80
20180614,glucose,37,O2,13,2.0899653979238755,90
20180614,glucose,37,O2,13,2.323529411764706,100
20180614,glucose,37,O2,13,2.604959630911188,110
20180614,glucose,37,O2,13,2.91522491349481,120
20180614,glucose,37,O2,13,3.277393310265283,130
20180614,glucose,37,O2,13,3.688581314878893,140
20180614,glucose,37,O2,13,4.187427912341407,150
20180614,glucose,37,O2,13,4.698961937716263,160
20180614,glucose,37,O2,14,1.0,0
20180614,glucose,37,O2,14,1.058968058968059,10
20180614,glucose,37,O2,14,1.1253071253071254,20
20180614,glucose,37,O2,14,1.2113022113022114,30
20180614,glucose,37,O2,14,1.2776412776412776,40
20180614,glucose,37,O2,14,1.3636363636363635,50
20180614,glucose,37,O2,14,1.4778869778869779,60
20180614,glucose,37,O2,14,1.6418918918918919,70
20180614,glucose,37,O2,14,1.797911547911548,80
20180614,glucose,37,O2,14,2.0466830466830466,90
20180614,glucose,37,O2,14,2.289312039312039,100
20180614,glucose,37,O2,14,2.5896805896805897,110
20180614,glucose,37,O2,14,2.8845208845208847,120
20180614,glucose,37,O2,14,3.192260442260442,130
20180614,glucose,37,O2,14,3.57002457002457,140
20180614,glucose,37,O2,14,3.96007371007371,150
20180614,glucose,37,O2,14,4.453316953316953,160
20180614,glucose,37,O2,15,1.0,0
20180614,glucose,37,O2,15,1.0732676592410164,10
20180614,glucose,37,O2,15,1.1402664278517856,20
20180614,glucose,37,O2,15,1.2102876973021381,30
20180614,glucose,37,O2,15,1.1631031008619725,40
20180614,glucose,37,O2,15,1.2378260382850106,50
20180614,glucose,37,O2,15,1.316970782491884,60
20180614,glucose,37,O2,15,1.450128736146871,70
20180614,glucose,37,O2,15,1.6260494794581888,80
20180614,glucose,37,O2,15,1.7971566103212806,90
20180614,glucose,37,O2,15,1.9893652748236874,100
20180614,glucose,37,O2,15,2.215381170939214,110
20180614,glucose,37,O2,15,2.4919959699988805,120
20180614,glucose,37,O2,15,2.7884809134669206,130
20180614,glucose,37,O2,15,3.1447442068733906,140
20180614,glucose,37,O2,15,3.628904063584462,150
20180614,glucose,37,O2,15,4.0606179335049815,160
20180614,glucose,37,O2,16,1.0,0
20180614,glucose,37,O2,16,1.083703233988586,10
20180614,glucose,37,O2,16,1.143310082435003,20
20180614,glucose,37,O2,16,1.2409638554216869,30
20180614,glucose,37,O2,16,1.3386176284083704,40
20180614,glucose,37,O2,16,1.4445149017121115,50
20180614,glucose,37,O2,16,1.6049461001902345,60
20180614,glucose,37,O2,16,1.7767913760304375,70
20180614,glucose,37,O2,16,1.9549778059606848,80
20180614,glucose,37,O2,16,2.23715916296766,90
20180614,glucose,37,O2,16,2.5275840202916933,100
20180614,glucose,37,O2,16,2.942295497780596,110
20180614,glucose,37,O2,16,3.3868103994927075,120
20180614,glucose,37,O2,16,3.8922003804692453,130
20180614,glucose,37,O2,16,4.50856055802156,140
20180614,glucose,37,O2,16,5.031705770450222,150
20180614,glucose,37,O2,16,5.712745719720989,160
20180614,glucose,37,O2,21,1.0,0
20180614,glucose,37,O2,21,1.0480602200347424,10
20180614,glucose,37,O2,21,1.138390272148234,20
20180614,glucose,37,O2,21,1.212507237984945,30
20180614,glucose,37,O2,21,1.3028372900984366,40
20180614,glucose,37,O2,21,1.4012738853503184,50
20180614,glucose,37,O2,21,1.4510712217718587,60
20180614,glucose,37,O2,21,1.525767226404169,70
20180614,glucose,37,O2,21,1.6346265199768384,80
20180614,glucose,37,O2,21,1.7348002316155182,90
20180614,glucose,37,O2,21,1.865083960625362,100
20180614,glucose,37,O2,21,2.0428488708743484,110
20180614,glucose,37,O2,21,2.294151708164447,120
20180614,glucose,37,O2,21,2.5524030110017373,130
20180614,glucose,37,O2,21,2.789808917197452,140
20180614,glucose,37,O2,21,3.1349160393746383,150
20180614,glucose,37,O2,21,3.531557614360162,160
20180614,glucose,37,O2,23,1.0,0
20180614,glucose,37,O2,23,1.0669914738124238,10
20180614,glucose,37,O2,23,1.146163215590743,20
20180614,glucose,37,O2,23,1.2387332521315468,30
20180614,glucose,37,O2,23,1.3172959805115712,40
20180614,glucose,37,O2,23,1.4013398294762485,50
20180614,glucose,37,O2,23,1.4939098660170524,60
20180614,glucose,37,O2,23,1.6114494518879416,70
20180614,glucose,37,O2,23,1.7375152253349573,80
20180614,glucose,37,O2,23,1.9031668696711328,90
20180614,glucose,37,O2,23,2.0876979293544458,100
20180614,glucose,37,O2,23,2.373934226552984,110
20180614,glucose,37,O2,23,2.6680876979293546,120
20180614,glucose,37,O2,23,2.990864799025579,130
20180614,glucose,37,O2,23,3.3313032886723506,140
20180614,glucose,37,O2,23,3.7216808769792937,150
20180614,glucose,37,O2,23,4.162606577344701,160
20180614,glucose,37,O2,24,1.0,0
20180614,glucose,37,O2,24,1.0638403990024938,10
20180614,glucose,37,O2,24,1.1082294264339152,20
20180614,glucose,37,O2,24,1.196009975062344,30
20180614,glucose,37,O2,24,1.2982543640897755,40
20180614,glucose,37,O2,24,1.4259351620947631,50
20180614,glucose,37,O2,24,1.5635910224438903,60
20180614,glucose,37,O2,24,1.7620947630922694,70
20180614,glucose,37,O2,24,1.9765586034912719,80
20180614,glucose,37,O2,24,2.225436408977556,90
20180614,glucose,37,O2,24,2.537655860349127,100
20180614,glucose,37,O2,24,2.9127182044887783,110
20180614,glucose,37,O2,24,3.349127182044888,120
20180614,glucose,37,O2,24,3.7680798004987532,130
20180614,glucose,37,O2,24,4.21147132169576,140
20180614,glucose,37,O2,24,4.7182044887780545,150
20180614,glucose,37,O2,24,5.259351620947631,160
20180614,glucose,37,O2,25,1.0,0
