date,operator,carbon,temp,strain,atc_ngml,iptg_um,mean_fitc,fold_change
20180501,O2,glycerol,37,dilution,7.0,1000.0,50597.327014486844,1.0631507227065986
20180501,O2,glycerol,37,dilution,3.0,0.1,6318.812658600869,-0.10905965696739195
20180501,O2,glycerol,37,dilution,3.0,10.0,11242.352968136009,0.009895309660976882
20180501,O2,glycerol,37,dilution,10.0,25.0,16605.92638404829,0.1442480361556228
20180501,O2,glycerol,37,dilution,7.0,5000.0,46623.73864438827,0.9031732283644016
20180501,O2,glycerol,37,delta,0.0,5.0,50005.613584602055,1.0
20180501,O2,glycerol,37,dilution,4.0,0.1,6129.964752280409,-0.11288896350711268
20180501,O2,glycerol,37,dilution,1.0,0.0,6593.127821954035,-0.10834254636127512
20180501,O2,glycerol,37,auto,0.0,75.0,11671.613506055277,0.0
20180501,O2,glycerol,37,auto,0.0,500.0,12247.010003117479,0.0
20180501,O2,glycerol,37,dilution,7.0,25.0,16748.54061931073,0.1479560592712466
20180501,O2,glycerol,37,dilution,4.0,0.0,5891.925433772377,-0.12441236626736649
20180501,O2,glycerol,37,dilution,2.0,50.0,29729.926977963725,0.473223149068813
20180501,O2,glycerol,37,dilution,10.0,100.0,34665.90511644162,0.6026208949579314
20180501,O2,glycerol,37,dilution,7.0,100.0,37882.15292994921,0.6861450587402872
20180501,O2,glycerol,37,dilution,3.0,5000.0,45045.71570352098,0.86110675218096
20180501,O2,glycerol,37,auto,0.0,250.0,11614.107807128474,0.0
20180501,O2,glycerol,37,auto,0.0,25.0,11058.004291070129,0.0
20180501,O2,glycerol,37,dilution,7.0,0.1,5775.77366960928,-0.1200709665041794
20180501,O2,glycerol,37,dilution,10.0,0.1,5830.833752373574,-0.11895450225993677
20180501,O2,glycerol,37,dilution,1.0,5.0,10441.90664343865,0.0013629610868659066
20180501,O2,glycerol,37,dilution,3.0,1000.0,50381.14830646667,1.057193757408273
20180501,O2,glycerol,37,dilution,1.0,10.0,17330.477211506626,0.17154774633914452
20180501,O2,glycerol,37,dilution,4.0,5.0,7651.34374471407,-0.0690743079543656
20180501,O2,glycerol,37,dilution,4.0,100.0,39809.58456729983,0.7361993844925674
20180501,O2,glycerol,37,dilution,7.0,75.0,33800.85029086652,0.5602830840791401
20180501,O2,glycerol,37,delta,0.0,50.0,50354.79391560588,1.0
20180501,O2,glycerol,37,dilution,10.0,75.0,32747.81809404351,0.5336216979406185
20180501,O2,glycerol,37,delta,0.0,0.0,54955.36492065818,1.0
20180501,O2,glycerol,37,dilution,3.0,100.0,42316.58367092949,0.8013047544377458
20180501,O2,glycerol,37,dilution,2.0,100.0,39861.19426176677,0.7375396595035009
20180501,O2,glycerol,37,dilution,3.0,25.0,20053.27230191142,0.23388031113479796
20180501,O2,glycerol,37,dilution,10.0,10.0,9302.57651684326,-0.04160981366232731
20180501,O2,glycerol,37,dilution,1.0,0.1,8526.54094744473,-0.06429311155464937
20180501,O2,glycerol,37,dilution,7.0,10.0,9625.102905308295,-0.03304606323539501
20180501,O2,glycerol,37,delta,0.0,250.0,49929.81701657489,1.0
20180501,O2,glycerol,37,dilution,1.0,75.0,42716.9467187124,0.7860268841531338
20180501,O2,glycerol,37,dilution,4.0,50.0,28242.302298942042,0.43522793454685466
20180501,O2,glycerol,37,dilution,10.0,1000.0,50143.307069173134,1.0506398649826776
20180501,O2,glycerol,37,dilution,1.0,25.0,30554.402768646218,0.506913605736694
20180501,O2,glycerol,37,delta,0.0,500.0,48181.25109473227,1.0
20180501,O2,glycerol,37,auto,0.0,10.0,10869.677641486947,0.0
20180501,O2,glycerol,37,dilution,10.0,5000.0,44688.45588776043,0.851583024013401
20180501,O2,glycerol,37,delta,0.0,1000.0,48305.58265111275,1.0
20180501,O2,glycerol,37,dilution,4.0,1000.0,51067.26926026594,1.0761003312779571
20180501,O2,glycerol,37,dilution,1.0,100.0,43867.49337768615,0.8415810154319248
20180501,O2,glycerol,37,dilution,4.0,5000.0,45898.98627691414,0.8838529907330733
20180501,O2,glycerol,37,delta,0.0,5000.0,50255.96270482041,1.0
20180501,O2,glycerol,37,dilution,3.0,75.0,38341.893861005425,0.6752563170539653
20180501,O2,glycerol,37,dilution,2.0,0.1,6455.586981256044,-0.10628625683596254
20180501,O2,glycerol,37,dilution,3.0,5.0,8452.648575979107,-0.04884838005657461
20180501,O2,glycerol,37,dilution,1.0,250.0,46540.87409538085,0.9115521285885915
20180501,O2,glycerol,37,dilution,2.0,500.0,46187.54139772001,0.9445178293336075
20180501,O2,glycerol,37,dilution,3.0,50.0,30547.782588552633,0.4941118851932692
20180501,O2,glycerol,37,dilution,4.0,75.0,35138.009558875456,0.5941381928599033
20180501,O2,glycerol,37,auto,0.0,1000.0,12015.509233874966,0.0
20180501,O2,glycerol,37,dilution,2.0,1000.0,45111.25650195644,0.9119779639894857
20180501,O2,glycerol,37,dilution,10.0,5.0,7100.71845250726,-0.08297277333774909
20180501,O2,glycerol,37,dilution,2.0,10.0,11345.974542447137,0.012646679263537396
20180501,O2,glycerol,37,delta,0.0,0.1,61013.72726788015,1.0
20180501,O2,glycerol,37,auto,0.0,5000.0,12743.361602082072,0.0
20180501,O2,glycerol,37,dilution,2.0,5000.0,40333.18317155921,0.7354814317971446
20180501,O2,glycerol,37,dilution,10.0,0.0,5634.596920604064,-0.13030969766984563
20180501,O2,glycerol,37,dilution,4.0,25.0,18328.609006396127,0.18903842452600111
20180501,O2,glycerol,37,dilution,1.0,50.0,36758.34870249783,0.6527350884311564
20180501,O2,glycerol,37,delta,0.0,100.0,49967.70066695442,1.0
20180501,O2,glycerol,37,dilution,1.0,500.0,48468.64354490766,1.007997732564956
20180501,O2,glycerol,37,dilution,2.0,250.0,44421.382177019615,0.8562356027538383
20180501,O2,glycerol,37,dilution,3.0,0.0,5977.488322929506,-0.12245147702543809
20180501,O2,glycerol,37,delta,0.0,10.0,48531.49312956034,1.0
20180501,O2,glycerol,37,delta,0.0,75.0,51168.14198180252,1.0
20180501,O2,glycerol,37,dilution,3.0,250.0,48120.07378398561,0.9527675914154004
20180501,O2,glycerol,37,dilution,10.0,50.0,25626.98462185926,0.3684304703846043
20180501,O2,glycerol,37,auto,0.0,0.0,11320.626493013267,0.0
20180501,O2,glycerol,37,dilution,10.0,500.0,47739.6507360356,0.9877108756082865
20180501,O2,glycerol,37,dilution,7.0,5.0,7208.052175821972,-0.08026353702210436
20180501,O2,glycerol,37,dilution,7.0,500.0,50001.98042416007,1.0506683673876909
20180501,O2,glycerol,37,dilution,4.0,250.0,48010.23215177269,0.9499008395144375
20180501,O2,glycerol,37,auto,0.0,100.0,11460.90613156266,0.0
20180501,O2,glycerol,37,dilution,7.0,50.0,26015.271606936345,0.3783476541354079
20180501,O2,glycerol,37,dilution,2.0,5.0,8808.044207061328,-0.03987775348726918
20180501,O2,glycerol,37,dilution,2.0,25.0,19000.73010416906,0.20651382284408784
20180501,O2,glycerol,37,dilution,10.0,250.0,44563.50657947803,0.8599449012476105
20180501,O2,glycerol,37,dilution,7.0,250.0,46150.09183135712,0.9013531195636616
20180501,O2,glycerol,37,dilution,7.0,0.0,5733.307897175861,-0.1280474868688005
20180501,O2,glycerol,37,dilution,4.0,500.0,50603.1144109283,1.0673970909813137
20180501,O2,glycerol,37,auto,0.0,0.1,11697.250678300808,0.0
20180501,O2,glycerol,37,auto,0.0,50.0,11201.845373574395,0.0
20180501,O2,glycerol,37,dilution,1.0,1000.0,46715.057550256366,0.956171896304269
20180501,O2,glycerol,37,dilution,2.0,75.0,37387.701227378675,0.6510974182734643
20180501,O2,glycerol,37,dilution,2.0,0.0,5787.5155586839355,-0.1268051816903711
20180501,O2,glycerol,37,dilution,4.0,10.0,10425.268080332695,-0.011800003674676452
20180501,O2,glycerol,37,dilution,1.0,5000.0,41150.34909547418,0.7572652031138
20180501,O2,glycerol,37,dilution,3.0,500.0,50149.96924035179,1.0547866905161638
20180501,O2,glycerol,37,delta,0.0,25.0,49518.9930215701,1.0
20180501,O2,glycerol,37,auto,0.0,5.0,10387.909254085196,0.0
