date,carbon,operator,clock_time,time_elapsed_min,OD_600,run_number,growth_medium
20180918,glucose,O2,09h24m,0,0.06,1,difco
20180918,glucose,O2,09h24m,0,0.07,1,difco
20180918,glucose,O2,09h24m,0,0.07,1,difco
20180918,glucose,O2,09h25m,0,0.03,2,difco
20180918,glucose,O2,09h25m,0,0.03,2,difco
20180918,glucose,O2,09h25m,0,0.03,2,difco
20180918,glucose,O2,09h26m,0,0.04,1,sigma
20180918,glucose,O2,09h26m,0,0.04,1,sigma
20180918,glucose,O2,09h26m,0,0.04,1,sigma
20180918,glucose,O2,09h26m,0,0.09,2,sigma
20180918,glucose,O2,09h26m,0,0.09,2,sigma
20180918,glucose,O2,09h26m,0,0.09,2,sigma
20180918,glucose,O2,09h27m,0,0.06,1,teknova
20180918,glucose,O2,09h27m,0,0.06,1,teknova
20180918,glucose,O2,09h27m,0,0.06,1,teknova
20180918,glucose,O2,09h27m,0,0.01,2,teknova
20180918,glucose,O2,09h27m,0,0.02,2,teknova
20180918,glucose,O2,09h27m,0,0.02,2,teknova
20180918,glucose,O2,09h59m,35,0.08,1,difco
20180918,glucose,O2,09h59m,35,0.08,1,difco
20180918,glucose,O2,09h59m,35,0.09,1,difco
20180918,glucose,O2,09h59m,34,0.07,2,difco
20180918,glucose,O2,09h59m,34,0.08,2,difco
20180918,glucose,O2,09h59m,34,0.08,2,difco
20180918,glucose,O2,10h00m,34,0.09,1,sigma
20180918,glucose,O2,10h00m,34,0.09,1,sigma
20180918,glucose,O2,10h00m,34,0.09,1,sigma
20180918,glucose,O2,10h02m,36,0.11,2,sigma
20180918,glucose,O2,10h02m,36,0.12,2,sigma
20180918,glucose,O2,10h02m,36,0.1,2,sigma
20180918,glucose,O2,10h02m,35,0.09,1,teknova
20180918,glucose,O2,10h02m,35,0.09,1,teknova
20180918,glucose,O2,10h02m,35,0.1,1,teknova
20180918,glucose,O2,10h03m,36,0.06,2,teknova
20180918,glucose,O2,10h03m,36,0.06,2,teknova
20180918,glucose,O2,10h03m,36,0.07,2,teknova
20180918,glucose,O2,10h32m,68,0.11,1,difco
20180918,glucose,O2,10h32m,68,0.11,1,difco
20180918,glucose,O2,10h32m,68,0.11,1,difco
20180918,glucose,O2,10h33m,68,0.1,2,difco
20180918,glucose,O2,10h33m,68,0.1,2,difco
20180918,glucose,O2,10h33m,68,0.1,2,difco
20180918,glucose,O2,10h33m,67,0.13,1,sigma
20180918,glucose,O2,10h33m,67,0.13,1,sigma
20180918,glucose,O2,10h33m,67,0.14,1,sigma
20180918,glucose,O2,10h34m,66,0.17,2,sigma
20180918,glucose,O2,10h34m,66,0.17,2,sigma
20180918,glucose,O2,10h34m,66,0.17,2,sigma
20180918,glucose,O2,10h34m,67,0.15,1,teknova
20180918,glucose,O2,10h34m,67,0.15,1,teknova
20180918,glucose,O2,10h34m,67,0.16,1,teknova
20180918,glucose,O2,10h35m,67,0.13,2,teknova
20180918,glucose,O2,10h35m,67,0.13,2,teknova
20180918,glucose,O2,10h35m,67,0.13,2,teknova
20180918,glucose,O2,11h03m,99,0.21,1,difco
20180918,glucose,O2,11h03m,99,0.22,1,difco
20180918,glucose,O2,11h03m,99,0.23,1,difco
20180918,glucose,O2,11h03m,98,0.25,2,difco
20180918,glucose,O2,11h03m,98,0.25,2,difco
20180918,glucose,O2,11h03m,98,0.26,2,difco
20180918,glucose,O2,11h03m,97,0.23,1,sigma
20180918,glucose,O2,11h03m,97,0.23,1,sigma
20180918,glucose,O2,11h03m,97,0.24,1,sigma
20180918,glucose,O2,11h04m,98,0.24,2,sigma
20180918,glucose,O2,11h04m,98,0.24,2,sigma
20180918,glucose,O2,11h04m,98,0.25,2,sigma
20180918,glucose,O2,11h04m,97,0.26,1,teknova
20180918,glucose,O2,11h04m,97,0.27,1,teknova
20180918,glucose,O2,11h04m,97,0.27,1,teknova
20180918,glucose,O2,11h05m,98,0.22,2,teknova
20180918,glucose,O2,11h05m,98,0.22,2,teknova
20180918,glucose,O2,11h05m,98,0.23,2,teknova
20180918,glucose,O2,11h27m,123,0.24,1,difco
20180918,glucose,O2,11h27m,123,0.24,1,difco
20180918,glucose,O2,11h27m,123,0.25,1,difco
20180918,glucose,O2,11h27m,122,0.27,2,difco
20180918,glucose,O2,11h27m,122,0.28,2,difco
20180918,glucose,O2,11h27m,122,0.28,2,difco
20180918,glucose,O2,11h28m,122,0.29,1,sigma
20180918,glucose,O2,11h28m,122,0.28,1,sigma
20180918,glucose,O2,11h28m,122,0.28,1,sigma
20180918,glucose,O2,11h28m,122,0.29,2,sigma
20180918,glucose,O2,11h28m,122,0.28,2,sigma
20180918,glucose,O2,11h28m,122,0.29,2,sigma
20180918,glucose,O2,11h29m,122,0.29,1,teknova
20180918,glucose,O2,11h29m,122,0.3,1,teknova
20180918,glucose,O2,11h29m,122,0.31,1,teknova
20180918,glucose,O2,11h29m,122,0.27,2,teknova
20180918,glucose,O2,11h29m,122,0.25,2,teknova
20180918,glucose,O2,11h29m,122,0.26,2,teknova
20180918,glucose,O2,11h48m,144,0.33,1,difco
20180918,glucose,O2,11h48m,144,0.34,1,difco
20180918,glucose,O2,11h48m,144,0.35,1,difco
20180918,glucose,O2,11h49m,144,0.36,2,difco
20180918,glucose,O2,11h49m,144,0.36,2,difco
20180918,glucose,O2,11h49m,144,0.36,2,difco
20180918,glucose,O2,11h50m,144,0.35,1,sigma
20180918,glucose,O2,11h50m,144,0.35,1,sigma
20180918,glucose,O2,11h50m,144,0.36,1,sigma
20180918,glucose,O2,11h50m,144,0.34,2,sigma
20180918,glucose,O2,11h50m,144,0.35,2,sigma
20180918,glucose,O2,11h50m,144,0.36,2,sigma
20180918,glucose,O2,11h51m,144,0.35,1,teknova
20180918,glucose,O2,11h51m,144,0.36,1,teknova
20180918,glucose,O2,11h51m,144,0.37,1,teknova
20180918,glucose,O2,11h51m,144,0.33,2,teknova
20180918,glucose,O2,11h51m,144,0.34,2,teknova
20180918,glucose,O2,11h51m,144,0.34,2,teknova
20180918,glucose,O2,12h29m,185,0.44,1,difco
20180918,glucose,O2,12h29m,185,0.44,1,difco
20180918,glucose,O2,12h29m,185,0.45,1,difco
20180918,glucose,O2,12h30m,185,0.44,2,difco
20180918,glucose,O2,12h30m,185,0.45,2,difco
20180918,glucose,O2,12h30m,185,0.45,2,difco
20180918,glucose,O2,12h31m,185,0.47,1,sigma
20180918,glucose,O2,12h31m,185,0.48,1,sigma
20180918,glucose,O2,12h31m,185,0.48,1,sigma
20180918,glucose,O2,12h31m,185,0.44,2,sigma
20180918,glucose,O2,12h31m,185,0.47,2,sigma
20180918,glucose,O2,12h31m,185,0.47,2,sigma
20180918,glucose,O2,12h32m,185,0.48,1,teknova
20180918,glucose,O2,12h32m,185,0.47,1,teknova
20180918,glucose,O2,12h32m,185,0.48,1,teknova
20180918,glucose,O2,12h32m,185,0.41,2,teknova
20180918,glucose,O2,12h32m,185,0.43,2,teknova
20180918,glucose,O2,12h32m,185,0.44,2,teknova
20180918,glucose,O2,13h03m,219,0.56,1,difco
20180918,glucose,O2,13h03m,219,0.57,1,difco
20180918,glucose,O2,13h03m,219,0.58,1,difco
20180918,glucose,O2,13h04m,219,0.56,2,difco
20180918,glucose,O2,13h04m,219,0.59,2,difco
20180918,glucose,O2,13h04m,219,0.59,2,difco
20180918,glucose,O2,13h05m,219,0.64,1,sigma
20180918,glucose,O2,13h05m,219,0.66,1,sigma
20180918,glucose,O2,13h05m,219,0.66,1,sigma
20180918,glucose,O2,13h05m,219,0.54,2,sigma
20180918,glucose,O2,13h05m,219,0.55,2,sigma
20180918,glucose,O2,13h05m,219,0.56,2,sigma
20180918,glucose,O2,13h06m,219,0.6,1,teknova
20180918,glucose,O2,13h06m,219,0.62,1,teknova
20180918,glucose,O2,13h06m,219,0.61,1,teknova
20180918,glucose,O2,13h06m,219,0.55,2,teknova
20180918,glucose,O2,13h06m,219,0.57,2,teknova
20180918,glucose,O2,13h06m,219,0.56,2,teknova
20180918,glucose,O2,13h16m,232,0.61,1,difco
20180918,glucose,O2,13h16m,232,0.61,1,difco
20180918,glucose,O2,13h16m,232,0.61,1,difco
20180918,glucose,O2,13h17m,232,0.6,2,difco
20180918,glucose,O2,13h17m,232,0.59,2,difco
20180918,glucose,O2,13h17m,232,0.6,2,difco
20180918,glucose,O2,13h18m,232,0.61,1,sigma
20180918,glucose,O2,13h18m,232,0.65,1,sigma
20180918,glucose,O2,13h18m,232,0.65,1,sigma
20180918,glucose,O2,13h18m,232,0.54,2,sigma
20180918,glucose,O2,13h18m,232,0.57,2,sigma
20180918,glucose,O2,13h18m,232,0.54,2,sigma
20180918,glucose,O2,13h19m,232,0.63,1,teknova
20180918,glucose,O2,13h19m,232,0.65,1,teknova
20180918,glucose,O2,13h19m,232,0.63,1,teknova
20180918,glucose,O2,13h19m,232,0.58,2,teknova
20180918,glucose,O2,13h19m,232,0.6,2,teknova
20180918,glucose,O2,13h19m,232,0.59,2,teknova
20180918,glucose,O2,13h32m,248,0.65,1,difco
20180918,glucose,O2,13h32m,248,0.63,1,difco
20180918,glucose,O2,13h32m,248,0.64,1,difco
20180918,glucose,O2,13h33m,248,0.58,2,difco
20180918,glucose,O2,13h33m,248,0.6,2,difco
20180918,glucose,O2,13h33m,248,0.61,2,difco
20180918,glucose,O2,13h34m,248,0.65,1,sigma
20180918,glucose,O2,13h34m,248,0.65,1,sigma
20180918,glucose,O2,13h34m,248,0.65,1,sigma
20180918,glucose,O2,13h34m,248,0.57,2,sigma
20180918,glucose,O2,13h34m,248,0.55,2,sigma
20180918,glucose,O2,13h34m,248,0.58,2,sigma
20180918,glucose,O2,13h35m,248,0.68,1,teknova
20180918,glucose,O2,13h35m,248,0.66,1,teknova
20180918,glucose,O2,13h35m,248,0.67,1,teknova
20180918,glucose,O2,13h35m,248,0.59,2,teknova
20180918,glucose,O2,13h35m,248,0.59,2,teknova
20180918,glucose,O2,13h35m,248,0.6,2,teknova
20180918,glucose,O2,13h46m,262,0.7,1,difco
20180918,glucose,O2,13h46m,262,0.71,1,difco
20180918,glucose,O2,13h46m,262,0.69,1,difco
20180918,glucose,O2,13h47m,262,0.68,2,difco
20180918,glucose,O2,13h47m,262,0.69,2,difco
20180918,glucose,O2,13h47m,262,0.67,2,difco
20180918,glucose,O2,13h48m,262,0.73,1,sigma
20180918,glucose,O2,13h48m,262,0.74,1,sigma
20180918,glucose,O2,13h48m,262,0.76,1,sigma
20180918,glucose,O2,13h48m,262,0.65,2,sigma
20180918,glucose,O2,13h48m,262,0.63,2,sigma
20180918,glucose,O2,13h48m,262,0.65,2,sigma
20180918,glucose,O2,13h49m,262,0.74,1,teknova
20180918,glucose,O2,13h49m,262,0.75,1,teknova
20180918,glucose,O2,13h49m,262,0.75,1,teknova
20180918,glucose,O2,13h49m,262,0.71,2,teknova
20180918,glucose,O2,13h49m,262,0.72,2,teknova
20180918,glucose,O2,13h49m,262,0.73,2,teknova
20180918,glucose,O2,13h55m,271,0.72,1,difco
20180918,glucose,O2,13h55m,271,0.73,1,difco
20180918,glucose,O2,13h55m,271,0.74,1,difco
20180918,glucose,O2,13h56m,271,0.7,2,difco
20180918,glucose,O2,13h56m,271,0.73,2,difco
20180918,glucose,O2,13h56m,271,0.7,2,difco
20180918,glucose,O2,13h57m,271,0.73,1,sigma
20180918,glucose,O2,13h57m,271,0.71,1,sigma
20180918,glucose,O2,13h57m,271,0.74,1,sigma
20180918,glucose,O2,13h57m,271,0.63,2,sigma
20180918,glucose,O2,13h57m,271,0.64,2,sigma
20180918,glucose,O2,13h57m,271,0.62,2,sigma
20180918,glucose,O2,13h58m,271,0.75,1,teknova
20180918,glucose,O2,13h58m,271,0.77,1,teknova
20180918,glucose,O2,13h58m,271,0.74,1,teknova
20180918,glucose,O2,13h58m,271,0.7,2,teknova
20180918,glucose,O2,13h58m,271,0.75,2,teknova
20180918,glucose,O2,13h58m,271,0.73,2,teknova
20180918,glucose,O2,14h15m,291,0.8,1,difco
20180918,glucose,O2,14h15m,291,0.81,1,difco
20180918,glucose,O2,14h15m,291,0.8,1,difco
20180918,glucose,O2,14h16m,291,0.81,2,difco
20180918,glucose,O2,14h16m,291,0.81,2,difco
20180918,glucose,O2,14h16m,291,0.82,2,difco
20180918,glucose,O2,14h17m,291,0.79,1,sigma
20180918,glucose,O2,14h17m,291,0.81,1,sigma
20180918,glucose,O2,14h17m,291,0.82,1,sigma
20180918,glucose,O2,14h17m,291,0.65,2,sigma
20180918,glucose,O2,14h17m,291,0.67,2,sigma
20180918,glucose,O2,14h17m,291,0.65,2,sigma
20180918,glucose,O2,14h18m,291,0.86,1,teknova
20180918,glucose,O2,14h18m,291,0.85,1,teknova
20180918,glucose,O2,14h18m,291,0.85,1,teknova
20180918,glucose,O2,14h18m,291,0.76,2,teknova
20180918,glucose,O2,14h18m,291,0.78,2,teknova
20180918,glucose,O2,14h18m,291,0.79,2,teknova
20180918,glucose,O2,14h31m,307,0.87,1,difco
20180918,glucose,O2,14h31m,307,0.88,1,difco
20180918,glucose,O2,14h31m,307,0.89,1,difco
20180918,glucose,O2,14h31m,306,0.86,2,difco
20180918,glucose,O2,14h31m,306,0.9,2,difco
20180918,glucose,O2,14h31m,306,0.9,2,difco
20180918,glucose,O2,14h32m,306,0.86,1,sigma
20180918,glucose,O2,14h32m,306,0.85,1,sigma
20180918,glucose,O2,14h32m,306,0.86,1,sigma
20180918,glucose,O2,14h32m,306,0.72,2,sigma
20180918,glucose,O2,14h32m,306,0.72,2,sigma
20180918,glucose,O2,14h32m,306,0.73,2,sigma
20180918,glucose,O2,14h33m,306,0.84,1,teknova
20180918,glucose,O2,14h33m,306,0.86,1,teknova
20180918,glucose,O2,14h33m,306,0.87,1,teknova
20180918,glucose,O2,14h33m,306,0.81,2,teknova
20180918,glucose,O2,14h33m,306,0.82,2,teknova
20180918,glucose,O2,14h33m,306,0.83,2,teknova
20180918,glucose,O2,14h47m,321,0.7,2,sigma
20180918,glucose,O2,14h47m,321,0.73,2,sigma
20180918,glucose,O2,14h47m,321,0.74,2,sigma
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,
20180918,glucose,O2,,,,,