row,column,well_pos,strain,repressor_num,IPTG_ÂµM,OD_600nm,YFP_intensity,mCherry_intensity,YFP_norm,mCherry_norm,foldchange,date,run
A,1,A1,autofluoresence,0,0.0,0.157,349.0,291.0,2222.9299363057326,1853.5031847133757,0.0,20190521,1
A,2,A2,autofluoresence,0,0.1,0.128,356.0,199.0,2781.25,1554.6875,0.0,20190521,1
A,3,A3,autofluoresence,0,5.0,0.133,347.0,227.0,2609.022556390977,1706.766917293233,0.0,20190521,1
A,4,A4,autofluoresence,0,10.0,0.127,387.0,210.0,3047.244094488189,1653.543307086614,0.0,20190521,1
A,5,A5,autofluoresence,0,25.0,0.12,367.0,213.0,3058.3333333333335,1775.0,0.0,20190521,1
A,6,A6,autofluoresence,0,50.0,0.10400000000000001,311.0,189.0,2990.3846153846152,1817.3076923076922,0.0,20190521,1
A,7,A7,autofluoresence,0,75.0,0.106,351.0,176.0,3311.3207547169814,1660.3773584905662,0.0,20190521,1
A,8,A8,autofluoresence,0,100.0,0.115,328.0,175.0,2852.173913043478,1521.7391304347825,0.0,20190521,1
A,9,A9,autofluoresence,0,250.0,0.111,309.0,194.0,2783.7837837837837,1747.7477477477478,0.0,20190521,1
A,10,A10,autofluoresence,0,500.0,0.129,370.0,248.0,2868.217054263566,1922.4806201550387,0.0,20190521,1
A,11,A11,autofluoresence,0,1000.0,0.12300000000000001,368.0,215.0,2991.8699186991867,1747.9674796747966,0.0,20190521,1
A,12,A12,autofluoresence,0,5000.0,0.145,360.0,285.0,2482.7586206896553,1965.5172413793105,0.0,20190521,1
B,1,B1,delta,0,0.0,0.254,4747.0,479.0,18688.976377952757,1885.8267716535433,1.0,20190521,1
B,2,B2,delta,0,0.1,0.209,3888.0,392.0,18602.87081339713,1875.598086124402,1.0,20190521,1
B,3,B3,delta,0,5.0,0.203,3179.0,308.0,15660.098522167487,1517.2413793103447,1.0,20190521,1
B,4,B4,delta,0,10.0,0.187,3123.0,289.0,16700.53475935829,1545.4545454545455,1.0,20190521,1
B,5,B5,delta,0,25.0,0.18,3018.0,281.0,16766.666666666668,1561.111111111111,1.0,20190521,1
B,6,B6,delta,0,50.0,0.16399999999999998,2630.0,255.0,16036.58536585366,1554.878048780488,1.0,20190521,1
B,7,B7,delta,0,75.0,0.153,2588.0,238.0,16915.032679738564,1555.5555555555557,1.0,20190521,1
B,8,B8,delta,0,100.0,0.17300000000000001,2837.0,248.0,16398.843930635838,1433.5260115606934,1.0,20190521,1
B,9,B9,delta,0,250.0,0.201,3598.0,352.0,17900.49751243781,1751.2437810945273,1.0,20190521,1
B,10,B10,delta,0,500.0,0.218,4325.0,426.0,19839.449541284404,1954.1284403669724,1.0,20190521,1
B,11,B11,delta,0,1000.0,0.215,4567.0,465.0,21241.86046511628,2162.7906976744184,1.0,20190521,1
B,12,B12,delta,0,5000.0,0.18600000000000003,3260.0,288.0,17526.881720430105,1548.3870967741934,1.0,20190521,1
C,1,C1,rep,22,0.0,0.177,956.0,349.0,5401.129943502825,1971.7514124293787,0.1930153676208866,20190521,1
C,2,C2,rep,22,0.1,0.153,864.0,299.0,5647.058823529412,1954.248366013072,0.18113244258153102,20190521,1
C,3,C3,rep,22,5.0,0.155,1383.0,312.0,8922.58064516129,2012.9032258064517,0.48375766912446055,20190521,1
C,4,C4,rep,22,10.0,0.141,1472.0,293.0,10439.716312056738,2078.0141843971633,0.5414425283268429,20190521,1
C,5,C5,rep,22,25.0,0.134,2065.0,247.0,15410.44776119403,1843.283582089552,0.9010660980810233,20190521,1
C,6,C6,rep,22,50.0,0.113,1938.0,187.0,17150.442477876106,1654.867256637168,1.0853778914893977,20190521,1
C,7,C7,rep,22,75.0,0.1,1588.0,157.0,15880.0,1570.0,0.9239154220963172,20190521,1
C,8,C8,rep,22,100.0,0.131,2009.0,215.0,15335.87786259542,1641.2213740458014,0.9215330360405917,20190521,1
C,9,C9,rep,22,250.0,0.134,2235.0,226.0,16679.104477611938,1686.5671641791043,0.9192024763615985,20190521,1
C,10,C10,rep,22,500.0,0.138,2269.0,249.0,16442.028985507244,1804.3478260869563,0.799812974197636,20190521,1
C,11,C11,rep,22,1000.0,0.124,1943.0,206.0,15669.354838709678,1661.2903225806451,0.6946570677812972,20190521,1
C,12,C12,rep,22,5000.0,0.138,2038.0,242.0,14768.115942028984,1753.623188405797,0.8166216960529447,20190521,1
D,1,D1,rep,60,0.0,0.27399999999999997,745.0,497.0,2718.9781021897816,1813.8686131386864,0.030125517235844234,20190521,1
D,2,D2,rep,60,0.1,0.221,706.0,367.0,3194.5701357466064,1660.633484162896,0.02612375436255071,20190521,1
D,3,D3,rep,60,5.0,0.228,913.0,405.0,4004.3859649122805,1776.3157894736842,0.10691558398559076,20190521,1
D,4,D4,rep,60,10.0,0.209,977.0,340.0,4674.641148325359,1626.7942583732058,0.11919449265256325,20190521,1
D,5,D5,rep,60,25.0,0.213,1418.0,389.0,6657.276995305165,1826.2910798122066,0.2625369236696776,20190521,1
D,6,D6,rep,60,50.0,0.19,1958.0,313.0,10305.263157894737,1647.3684210526314,0.5606903252847104,20190521,1
D,7,D7,rep,60,75.0,0.162,1808.0,248.0,11160.493827160493,1530.8641975308642,0.5769875983632355,20190521,1
D,8,D8,rep,60,100.0,0.18899999999999997,2125.0,291.0,11243.386243386245,1539.68253968254,0.6194298908473842,20190521,1
D,9,D9,rep,60,250.0,0.203,3249.0,393.0,16004.926108374384,1935.9605911330048,0.8746042666356555,20190521,1
D,10,D10,rep,60,500.0,0.231,3918.0,452.0,16961.03896103896,1956.7099567099567,0.8303947233975625,20190521,1
D,11,D11,rep,60,1000.0,0.23600000000000002,4427.0,460.0,18758.474576271186,1949.1525423728813,0.8639239903972092,20190521,1
D,12,D12,rep,60,5000.0,0.209,2772.0,342.0,13263.157894736843,1636.3636363636365,0.7165854202717324,20190521,1
E,1,E1,rep,124,0.0,0.221,514.0,393.0,2325.79185520362,1778.2805429864254,0.006246910529641293,20190521,1
E,2,E2,rep,124,0.1,0.18600000000000003,449.0,306.0,2413.9784946236555,1645.1612903225805,-0.023213266814317363,20190521,1
E,3,E3,rep,124,5.0,0.19699999999999998,570.0,330.0,2893.401015228427,1675.1269035532996,0.021789656238548283,20190521,1
E,4,E4,rep,124,10.0,0.175,569.0,290.0,3251.4285714285716,1657.1428571428573,0.01495496448088876,20190521,1
E,5,E5,rep,124,25.0,0.16899999999999998,761.0,274.0,4502.958579881657,1621.3017751479292,0.10538299670869229,20190521,1
E,6,E6,rep,124,50.0,0.151,849.0,211.0,5622.516556291391,1397.3509933774835,0.2017546710533443,20190521,1
E,7,E7,rep,124,75.0,0.134,617.0,187.0,4604.477611940299,1395.5223880597014,0.0950591180076952,20190521,1
E,8,E8,rep,124,100.0,0.163,1336.0,246.0,8196.319018404907,1509.20245398773,0.39449880291032885,20190521,1
E,9,E9,rep,124,250.0,0.174,1807.0,245.0,10385.057471264368,1408.0459770114944,0.5028390312817939,20190521,1
E,10,E10,rep,124,500.0,0.179,1925.0,225.0,10754.18994413408,1256.9832402234638,0.4646670709332102,20190521,1
E,11,E11,rep,124,1000.0,0.193,2522.0,271.0,13067.357512953367,1404.1450777202072,0.5520817979948072,20190521,1
E,12,E12,rep,124,5000.0,0.185,2025.0,245.0,10945.945945945947,1324.3243243243244,0.5625577023763055,20190521,1
F,1,F1,rep,260,0.0,0.264,582.0,398.0,2204.5454545454545,1507.5757575757575,-0.0011165085574991937,20190521,1
F,2,F2,rep,260,0.1,0.225,570.0,317.0,2533.3333333333335,1408.888888888889,-0.015669486052702034,20190521,1
F,3,F3,rep,260,5.0,0.22899999999999998,580.0,331.0,2532.7510917030568,1445.4148471615722,-0.005844074840107052,20190521,1
F,4,F4,rep,260,10.0,0.214,577.0,267.0,2696.261682242991,1247.6635514018692,-0.025706799983997674,20190521,1
F,5,F5,rep,260,25.0,0.213,746.0,314.0,3502.347417840376,1474.1784037558687,0.032390085192003086,20190521,1
F,6,F6,rep,260,50.0,0.213,903.0,294.0,4239.43661971831,1380.281690140845,0.09574067027052209,20190521,1
F,7,F7,rep,260,75.0,0.177,621.0,247.0,3508.474576271187,1395.4802259887006,0.014492648965285456,20190521,1
F,8,F8,rep,260,100.0,0.248,1387.0,340.0,5592.741935483871,1370.967741935484,0.20230566027528235,20190521,1
F,9,F9,rep,260,250.0,0.276,2962.0,461.0,10731.884057971014,1670.2898550724635,0.5257822842223605,20190521,1
F,10,F10,rep,260,500.0,0.309,2889.0,382.0,9349.514563106795,1236.2459546925566,0.3818990467427724,20190521,1
F,11,F11,rep,260,1000.0,0.344,5137.0,635.0,14933.139534883721,1845.9302325581398,0.6543164822914875,20190521,1
F,12,F12,rep,260,5000.0,0.293,2930.0,344.0,10000.0,1174.061433447099,0.49967959777197224,20190521,1
G,1,G1,rep,1220,0.0,0.191,396.0,296.0,2073.2984293193717,1549.738219895288,-0.00908727589932595,20190521,1
G,2,G2,rep,1220,0.1,0.18100000000000002,387.0,283.0,2138.1215469613257,1563.5359116022098,-0.04064870853775602,20190521,1
G,3,G3,rep,1220,5.0,0.166,390.0,218.0,2349.3975903614455,1313.2530120481927,-0.019892993245180648,20190521,1
G,4,G4,rep,1220,10.0,0.157,399.0,234.0,2541.4012738853503,1490.4458598726114,-0.03704915049559238,20190521,1
G,5,G5,rep,1220,25.0,0.159,392.0,232.0,2465.4088050314467,1459.119496855346,-0.043252853128405114,20190521,1
G,6,G6,rep,1220,50.0,0.155,388.0,221.0,2503.2258064516127,1425.8064516129032,-0.03734104803771994,20190521,1
G,7,G7,rep,1220,75.0,0.135,359.0,195.0,2659.259259259259,1444.4444444444443,-0.04793261567516527,20190521,1
G,8,G8,rep,1220,100.0,0.16,480.0,219.0,3000.0,1368.75,0.010912356081941015,20190521,1
G,9,G9,rep,1220,250.0,0.16699999999999998,889.0,271.0,5323.3532934131745,1622.7544910179643,0.167997459978063,20190521,1
G,10,G10,rep,1220,500.0,0.19899999999999998,1019.0,328.0,5120.603015075378,1648.2412060301508,0.1327178778874415,20190521,1
G,11,G11,rep,1220,1000.0,0.17800000000000002,1557.0,311.0,8747.191011235955,1747.1910112359549,0.3153602232230566,20190521,1
G,12,G12,rep,1220,5000.0,0.183,1548.0,278.0,8459.016393442624,1519.1256830601094,0.3972486620277704,20190521,1
H,1,H1,rep,1740,0.0,0.27399999999999997,920.0,371.0,3357.664233576643,1354.0145985401462,0.06891358537656402,20190521,1
H,2,H2,rep,1740,0.1,0.24,936.0,323.0,3900.0,1345.8333333333335,0.07071020176723526,20190521,1
H,3,H3,rep,1740,5.0,0.254,938.0,337.0,3692.9133858267714,1326.7716535433071,0.08304992111593347,20190521,1
H,4,H4,rep,1740,10.0,0.243,905.0,341.0,3724.2798353909466,1403.2921810699588,0.04958773364759381,20190521,1
H,5,H5,rep,1740,25.0,0.245,892.0,322.0,3640.8163265306125,1314.2857142857142,0.0424911605979778,20190521,1
H,6,H6,rep,1740,50.0,0.312,741.0,372.0,2375.0,1192.3076923076924,-0.04716964173362813,20190521,1
H,7,H7,rep,1740,75.0,0.198,807.0,309.0,4075.7575757575755,1560.6060606060605,0.05619325263971152,20190521,1
H,8,H8,rep,1740,100.0,0.20600000000000002,743.0,294.0,3606.796116504854,1427.1844660194174,0.055705365413152255,20190521,1
H,9,H9,rep,1740,250.0,0.22899999999999998,1369.0,313.0,5978.165938864629,1366.8122270742358,0.21131458942864226,20190521,1
H,10,H10,rep,1740,500.0,0.24,1044.0,300.0,4350.0,1250.0,0.08731145170921814,20190521,1
H,11,H11,rep,1740,1000.0,0.242,1790.0,335.0,7396.694214876034,1384.297520661157,0.24136036043271367,20190521,1
H,12,H12,rep,1740,5000.0,0.24600000000000002,1730.0,303.0,7032.520325203252,1231.7073170731705,0.30242784337440654,20190521,1
